,Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
203,51885,Central America,11-Jul-19,2019,Jul,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near Las Huiberas, Cosoleacaque, Veracruz, Mexico","Imagen del Golfo, Qhubochano","18.023219672270, -94.641773520189",,"http://bit.ly/2Mk7D4n, http://bit.ly/2M8NOg4",Central America,3
204,51924,Central America,11-Jul-19,2019,Jul,1.0,,1,,1.0,,,Unknown,"Ranch northeast of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.067851841443, -98.073091890962",,http://bit.ly/33menV4,Northern America,1
205,51849,Central America,9-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Near Mercado Zaragoza, Piedras Negras, Coahuila, Mexico",Zócalo,"28.700944700000, -100.514561000000",,http://bit.ly/32mdMSQ,Central America,1
206,51847,Central America,8-Jul-19,2019,Jul,1.0,,1,,,1.0,,Drowning,"Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","Uni Mexicali, El Imparcial, Radio Patr","32.705302900000, -114.728829800000",,"http://bit.ly/2XwZbR6, http://bit.ly/32bOneN, http://bit.ly/2XOeAkc",Central America,3
207,51848,Central America,8-Jul-19,2019,Jul,8.0,,8,8.0,3.0,5.0,,Vehicle Accident,"Van fell into irrigation canal near Barrero Adentro, Navarrete, Dominican Republic","Listin Diario, EFE, Noticias Sin","19.559433200000, -70.869348600000",,"http://bit.ly/2XCuDNV, http://bit.ly/2XDMQL7, http://bit.ly/2XU5odZ",Caribbean,3
208,51850,South America,8-Jul-19,2019,Jul,1.0,,1,,,1.0,,Vehicle Accident,"Near Pan-American Highwaay, La Legua, Piura, Peru",Diario Peru,"-5.227319800000, -80.655000100000",,"https://bit.ly/30CDJfB, https://bit.ly/2XB0PB6",South America,3
209,51884,Central America,7-Jul-19,2019,Jul,1.0,,1,,,1.0,,Dehydration,"Ranch located on U.S. Highway 285 west of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.253449766985, -98.254332890286",,http://bit.ly/2ZgjiEY,Northern America,1
210,52392,Central America,7-Jul-19,2019,Jul,1.0,,1,,,1.0,,Hypothermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
211,51830,Europe,6-Jul-19,2019,Jul,1.0,,1,7.0,,1.0,,Fatal Injuries,"A29 motorway, near the Hellegatsplein junction, The Netherlands","Calais Migrant Solidarity, NOS, Hart van Nederland","51.708842167962, 4.396572521430",,"http://bit.ly/2XPgn8K, http://bit.ly/2xL1CoR, http://bit.ly/2KaXMMD",Western Europe,4
212,51831,Central America,6-Jul-19,2019,Jul,1.0,,1,9.0,1.0,,,Vehicle Accident,"Federal highway 180 near Alvarado, Veracruz, Mexico","El Imparcial, Telediario","18.769659288645, -95.744834624192",,"http://bit.ly/2YOi57D, http://bit.ly/2L7VcZu",Central America,3
213,51846,Central America,6-Jul-19,2019,Jul,1.0,,1,4.0,,1.0,,Murder,"Body recovered near local road Yecapixtla-Cruz de Lima, in Ocuituco, Morelos, Mexico","Movimiento Migrante Mesoamericano, Proceso","18.877658400000, -98.773932400000",,"http://bit.ly/2JvUvWL, http://bit.ly/2NFM68k, http://bit.ly/30sklBU",Northern America,4
214,51923,Europe,6-Jul-19,2019,Jul,1.0,,1,2.0,,1.0,,Drowning,"Off the coast of Malo-les-Bains, near Dunkerque, Grand-Synthe, France","Calais Migrant Solidarity, La Voix du Nord","51.051900837879, 2.399199796303",,"http://bit.ly/2KaXMMD, http://bit.ly/2yvJOOH",Western Europe,4
215,52390,Central America,6-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
216,51829,Central America,5-Jul-19,2019,Jul,1.0,,1,36.0,,1.0,,Unknown,"Hospital in Tucson, Pima County, Arizona, USA - shortly after being apprehended by US Border Patrol agents west of Sasabe, Pima County, Arizona",US Border Patrol,"32.242930100000, -110.946201300000",Central America to US,http://bit.ly/2S1f2Gf,Northern America,5
217,51852,Central America,5-Jul-19,2019,Jul,,1.0,1,,,1.0,,Extended Sickness,"Ranch near Loop 1604 and Pleasanton Road, near San Antonio, Bexar County, Texas, USA","Bexar County Sheriff's Office, CBS","29.207827735338, -98.507496358502",,"http://bit.ly/2GdQghv, http://bit.ly/2XS3Kpl",Northern America,5
218,51828,Central America,4-Jul-19,2019,Jul,1.0,,1,,1.0,,,Unknown,"Ejido Jerónimo, 3km south of the Santa Teresa Port of Entry, Chihuahua, Mexico","El Diario, Norte Digital","31.773019723835, -106.701209668170",Central America to US,"http://bit.ly/30nK525, http://bit.ly/2XvOQK1",Central America,3
219,51883,Central America,4-Jul-19,2019,Jul,1.0,,1,3.0,,1.0,,Vehicle Accident,"Loop 375 near Paisano Drive, El Paso, El Paso County, Texas, USA","Diario19, CBS4","31.762964918642, -106.446077661120",,"http://bit.ly/2YfTfMz, http://bit.ly/2Y321Cs",Northern America,3
220,51821,Mediterranean,3-Jul-19,2019,Jul,83.0,,83,3.0,4.0,9.0,1.0,Drowning,"Off the coast of Zarzis, Tunisia - departed from Zuwara, Libya",IOM Tunisia,"33.618682016579, 11.439711900000",Central Mediterranean,,Uncategorized,4
221,51874,Central America,3-Jul-19,2019,Jul,1.0,,1,,1.0,,,Unknown,"Ranch southwest of the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.025097300000, -98.138399500000",,http://bit.ly/2Y8GiUG,Northern America,1
222,52388,Central America,3-Jul-19,2019,Jul,1.0,,1,,,,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.004629000000, -113.225121800000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
223,52389,Central America,3-Jul-19,2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
224,51819,Central America,2-Jul-19,2019,Jul,1.0,,1,1.0,1.0,,,Unknown,"Inside hotel toom in Tuxtla Gutiérrez, Chiapas, Mexico - en route to the US border","La Tribuna, El Heraldo, Proceso","16.751600900000, -93.102993900000",,"http://bit.ly/2Nth7wf, http://bit.ly/2XLzQXI, http://bit.ly/329Q5Ns",Central America,3
225,51922,Africa,2-Jul-19,2019,Jul,2.0,,2,,,,,Unknown,"30 km from Inkhalid, Mali, near border with Algeria. Departed from Bordj Badji Mokhtar on foot.","IOM Mali, Malian Red Cross of Tessalit","20.933613114219, 0.820411788365",,,Western Africa,4
226,51817,Africa,1-Jul-19,2019,Jul,1.0,,1,,,1.0,1.0,Drowning,"Body recovered on Plage de Moya 2, Dzaoudzi-Labattoir, Mayotte, France","IOM Madagascar, Préfecture de Mayotte, Le Parisien, Franceinfo","-12.778757000000, 45.295226600000",,"http://bit.ly/2RQbG94, http://bit.ly/30dWkhP, http://bit.ly/2LxLQWh",Eastern Africa,5
227,51818,Central America,1-Jul-19,2019,Jul,1.0,,1,8.0,,1.0,1.0,Drowning,"Río Bravo, near Del Rio, Val Verde County, Texas, USA","US Border Patrol, El Diario de Coahuila","29.769623100000, -101.252379200000",Central America to US,"http://bit.ly/2LxOiw0, http://bit.ly/2RRu6Gm, http://bit.ly/30p2CLB",Northern America,5
228,52387,Central America,1-Jul-19,2019,Jul,1.0,,1,,,1.0,,Hypothermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.771801900000, -111.924265100000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
229,51812,Central America,30-Jun-19,2019,Jun,1.0,,1,1.0,,1.0,,Unknown,"Hospital in McAllen, Hidalgo County, Texas, USA - was in CBP custody for a week after crossing the US-Mexico border",US Border Patrol,"26.186448000000, -98.220718500000",Central America to US,"http://bit.ly/2XAlhGs, http://bit.ly/2RMaFiv",Northern America,5
230,51814,Central America,30-Jun-19,2019,Jun,1.0,,1,,,1.0,,Fatal Injuries,"International boundary fence in Nogales, Santa Cruz County, Arizona, USA",US Border Patrol,"31.333228800000, -110.938007900000",Central America to US,http://bit.ly/2YuFs5Z,Northern America,5
231,51816,Europe,30-Jun-19,2019,Jun,1.0,,1,,,1.0,,Vehicle Accident,"Garden in Offerton Road, Clapham, London, UK - fell from landing gear of an inbound Kenya Airways flight to Heathrow Airport","Metropolitan Police, The New York Times","51.463784260180, -0.157933543286",,"http://bit.ly/2KQlWh7, https://bbc.in/2J91tC4, https://nyti.ms/2xrzMOe",Western Europe,5
232,51813,Mediterranean,29-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Body recovered on Arekmane beach, near Nador, Morocco",Association Marocaine des Droits Humains - Section Nador,"35.115866500000, -2.722248700000",Western Mediterranean,https://www.facebook.com/AmdhNador/posts/2361787044033557,Uncategorized,4
233,51845,Central America,29-Jun-19,2019,Jun,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
234,51873,Central America,29-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.025097300000, -98.138399500000",,http://bit.ly/2Y8GiUG,Northern America,1
235,51810,Africa,27-Jun-19,2019,Jun,6.0,,6,36.0,2.0,,1.0,Drowning,"Off the coast of Boumersal, near Sidi Ifni, Morocco","Le360ma, El Día, Huffington Post","29.347903181550, -10.202559942704",Western African,"http://bit.ly/2NlLgxl, http://bit.ly/2xkT2gd, http://bit.ly/2KRwzQG",Western Africa,3
236,51811,Central America,27-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","UniMexicali, El Sol de Tijuana","32.705688066120, -114.729089065810",Central America to US,"http://bit.ly/2XlV92D, http://bit.ly/2FK2z4O",Central America,3
237,51798,Central America,26-Jun-19,2019,Jun,1.0,,1,,1.0,,,Drowning,"Río Bravo, Riverside Canal, near Herring Road, Clint, Texas, USA","El Universal, Prensa Libre","31.567686900000, -106.243756300000",Central America to US,"https://bit.ly/2NgIbhZ, https://bit.ly/2IQ9xYa",Northern America,3
238,51800,Central America,26-Jun-19,2019,Jun,1.0,,1,1.0,1.0,,,Vehicle Accident,"Train tracks, km 159+650 near Maney, Huichapan, Hidalgo, Mexico","El Universal, Publimetro","20.389942900000, -99.696202800000",,"http://bit.ly/2Xv75ys, http://bit.ly/31OYrdk",Central America,3
239,51803,Central America,26-Jun-19,2019,Jun,1.0,,1,,1.0,,,Vehicle Accident,"Train tracks near Tacotalpa, Tabasco, Mexico","Tabasco Hoy, Diario Presente, Movimiento Migrante Mesoamericano, El Heraldo","17.571557300000, -92.832141200000",,"http://bit.ly/2KEL6PF, http://bit.ly/2XdtZLp, http://bit.ly/31XFg0Y, http://bit.ly/2JpcfCU",Central America,3
240,51804,Middle East,26-Jun-19,2019,Jun,10.0,,10,30.0,,,,Vehicle Accident,"Road in Meriç, Edirne, Turkey - near border with Greece","Daily Sabah, Reuters, Hürriyet","41.657821000000, 26.504193500000",,"http://bit.ly/2Yg8ohL, http://bit.ly/2Xf71Uf, http://bit.ly/2ZLFIgW",Western Asia,3
241,51809,Central America,25-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Río Bravo, two miles northeast of the Eagle Pass Port of Entry, Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"28.714321973443, -100.507155908750",Central America to US,http://bit.ly/2RNX4qB,Northern America,5
242,51844,Central America,25-Jun-19,2019,Jun,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
243,51872,Central America,25-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Ranch near the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.025097300000, -98.138399500000",,http://bit.ly/2Y8GiUG,Northern America,1
244,51805,Central America,24-Jun-19,2019,Jun,1.0,,1,,1.0,,,Heart Attack,"KM315 Panamerican Highway, Chihuahua, México","Instituto Nacional de Migración de México, Diario, La Patrona, Milenio","31.349864500000, -106.490093000000",Central America to US,"http://bit.ly/2XvF7TS, http://bit.ly/2YFSJIV, https://bit.ly/2ITu4et, https://bit.ly/2YiYg7U",Central America,5
245,51807,Central America,24-Jun-19,2019,Jun,2.0,,2,1.0,1.0,1.0,,Drowning,"Río Bravo, near Puente Internacional, Matamoros, Tamaulipas, Mexico","El Universal, La Prensa, The Guardian, La Vanguardia","25.898236864813, -97.499201411927",Central America to US,"http://bit.ly/2ICKmYU, http://bit.ly/2KA5u4q, http://bit.ly/2x82JhS, http://bit.ly/2XfGTbI, http://bit.ly/2FNaONQ",Central America,3
246,51794,Central America,23-Jun-19,2019,Jun,4.0,,4,,1.0,,3.0,Dehydration,"Bodies recovered southeast of the Anzalduas Park in Las Palomas Wildlife Management Area, Hidalgo County, Texas, USA - near border with Mexico","Hidalgo County Sheriff's Office, Los Angeles Times","26.138404700000, -98.328768700000",Central America to US,"http://bit.ly/2LdBjPO, https://cnn.it/2Lkc8eL, https://bit.ly/31OUEwC, https://lat.ms/2XwAngZ",Northern America,5
247,51808,Africa,23-Jun-19,2019,Jun,4.0,21.0,25,13.0,3.0,1.0,4.0,Presumed drowing,"Off the coast of Dakhla, en route to the Canary Islands","El Día, La Vanguardia, Público","24.297942676106, -16.283859754520",Western African,"http://bit.ly/31Wzsov, http://bit.ly/2LqyriH, http://bit.ly/2NjyrDB, http://bit.ly/2IZD4P7",Western Africa,3
249,51792,Central America,21-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Zócalo, La estrella de la noticia","28.711068100000, -100.513559000000",Central America to US,"http://bit.ly/2N8JOy8, http://bit.ly/2Yb9Gum",Central America,3
250,51806,Central America,21-Jun-19,2019,Jun,1.0,,1,,,1.0,,Vehicle Accident,"Brackettville, Kinney County, Texas, USA","Zócalo, Informate","29.301948600000, -100.424271900000",Central America to US,"https://bit.ly/2KH0hIa, https://bit.ly/326TkWe",Northern America,3
251,51815,Europe,21-Jun-19,2019,Jun,1.0,,1,,,1.0,,Vehicle Accident,"Train tracks near the town of Demir Kapija, train line Gevgelija-Skopje, North Macedonia","IOM Skopje, North Macedonia Ministry of Interior","41.421913300000, 22.254896900000",,,Southern Europe,5
252,51791,Central America,20-Jun-19,2019,Jun,1.0,,1,,,1.0,,Heart Attack,"KM83 in highway Piedras Negras-Laredo, Hidalgo, Coahuila, Mexico","Super Channel 12, Contrapunto, La Voz","27.823775400000, -99.974517400000",Central America to US,"https://bit.ly/2FzaKBh, https://bit.ly/2FuBrHb, https://bit.ly/2J79KVB",Central America,3
253,51801,Central America,20-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.522501600000, -99.839891300000",Central America to US,"http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F",Northern America,5
254,51802,Central America,20-Jun-19,2019,Jun,1.0,,1,,,,,Unknown,"On the banks of the Río Bravo, near Normandy, Maverick County, Texas, USA","US Border Patrol, Reuters","28.908531900000, -100.633761400000",Central America to US,"http://bit.ly/2YmE45m, https://bit.ly/2YhvdBQ, https://reut.rs/2J50L7F",Northern America,5
255,51820,Middle East,20-Jun-19,2019,Jun,1.0,,1,2.0,,1.0,,Vehicle Accident,"Roadway in Eskikoy village, Uzunkoruo, Edirne, Turkey","Hurriyet, Hur Gazette","41.329800000000, 26.645200000000",,"https://bit.ly/2FRzHrE, https://bit.ly/2FRzHrE",Western Asia,3
256,51788,Mediterranean,19-Jun-19,2019,Jun,,22.0,22,27.0,,,,Drowning,"11 nautical miles north of Cape Tres Forcas, off the coast of Melilla, Spain (Alboran Sea)","Caminando Fronteras, AP","35.856487686736, -3.086911218126",Western Mediterranean,"http://bit.ly/2x5iPc0, http://bit.ly/2L2ARDW, http://bit.ly/2L2GySm, http://bit.ly/2WSbwPr, http://bit.ly/2KBmffB",Uncategorized,4
257,51790,Central America,19-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Mountain area near Ocotillo, Imperial County, California, USA","El Heraldo, Tribuna","32.757494400000, -115.982532000000",Central America to US,"https://bit.ly/2WSNQdB, https://bit.ly/2J2F9sy",Northern America,3
258,51799,Central America,19-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Ranch near Carrizo Springs, Dimmit County, Texas, USA","US Border Patrol, Reuters","28.479950800000, -99.864724700000",Central America to US,"https://reut.rs/2J50L7F, https://bit.ly/2YhvdBQ, http://bit.ly/2YmE45m",Northern America,5
259,51761,Mediterranean,17-Jun-19,2019,Jun,12.0,,12,31.0,2.0,7.0,3.0,Drowning,"Off the coast of Bodrum, Turkey",Turkish Coast Guard,"36.961190531455, 27.400403872975",Eastern Mediterranean,https://www.sg.gov.tr/haberdetay/2019/06hzrn/17haz19hb.pdf,Uncategorized,5
260,51851,Europe,17-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Kolpa/Kupa river, near Breg, ?rnomelj, Slovenia","Slovenian Police via IOM Slovenia, 24ur.com","45.445807569624, 15.129590885306",,http://bit.ly/2Kif8Hq,Southern Europe,5
261,51786,Central America,16-Jun-19,2019,Jun,1.0,,1,,,1.0,,Violence,"Train tracks near Colonia Simeprode, Salinas Victoria, Nuevo León, Mexico","ABC Noticias, El Heraldo, El Tiempo","25.964513650073, -100.280354833450",,"http://bit.ly/2KqJUPC, http://bit.ly/2XXuPbj, http://bit.ly/2MWegf1",Central America,3
262,51760,Central America,15-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Campo Águilas, Piedras Negras, Coahuila, Mexico","La Rancherita del Aire, Zócalo","28.711767096835, -100.508585084100",Central America to US,"http://bit.ly/2ZtcAek, http://bit.ly/2WJ7Orr, http://bit.ly/2Xnup18",Central America,3
263,51843,Central America,15-Jun-19,2019,Jun,1.0,,1,,,,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
264,51759,Central America,14-Jun-19,2019,Jun,1.0,,1,2.0,1.0,,1.0,Violence,"KM26+300 in highway VillahermosaCoatzacoalcos, near Agua Dulce, Coatzacoalcos, Veracruz, Mexico","La Jornada, Washington Post","18.054193729713, -94.135662914059",,"http://bit.ly/2x8XcaZ, https://wapo.st/2Y8Mfln",Central America,3
265,51827,Central America,14-Jun-19,2019,Jun,1.0,,1,1.0,1.0,,,Illness,"Unspecified location in the desert in Pima County, Arizona, USA","El Periódico, Debate, Prensa Libre","32.001238000000, -111.945235500000",Central America to US,"http://bit.ly/2xxW2FV, http://bit.ly/30iw5Xh, http://bit.ly/2YHAUci",Northern America,5
266,51842,Central America,13-Jun-19,2019,Jun,1.0,,1,,,1.0,,Hanging,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.850965100000, -112.002645600000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
267,51752,Central America,12-Jun-19,2019,Jun,2.0,,2,,1.0,1.0,1.0,Drowning,"Lower Valley canal, at the 700 block of S. Zaragoza Road and S Americas Avenue, El Paso, El Paso County, Texas, USA","La Jornada, CBS, El Paso Times","31.674166602670, -106.337425829110",Central America to US,"http://bit.ly/2RclUjT, http://bit.ly/2If53dn, http://bit.ly/2IGqByt",Northern America,3
268,51755,Mediterranean,12-Jun-19,2019,Jun,3.0,4.0,7,46.0,,5.0,,Drowning,"Alboran Sea, 22 miles south of Motril, Granada, Spain","Caminando Fronteras, Diario Sur","36.141836728757, -3.461884254273",Western Mediterranean,"http://bit.ly/2ZmWWkE, http://bit.ly/2F4lxmn, http://bit.ly/31sKdyN, http://bit.ly/2KN0vwo",Uncategorized,4
269,51757,Central America,12-Jun-19,2019,Jun,1.0,,1,4.0,1.0,,,Hyperthermia,"17 miles west of Lukeville, Pima County, Arizona, USA",Search Continues After Young Girl Found Deceased West of Lukeville,"31.915388342452, -112.925537843590",Central America to US,"http://bit.ly/2wTdPXT, http://bit.ly/2IT0BjI, http://bit.ly/2Inlswu",Northern America,5
270,51758,Europe,12-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Una river, near Cazin, Una-Sana Canton, Bosnia and Herzegovina","N1, UNHCR","44.905913352022, 15.956558922158",Western Balkans,"http://bit.ly/2KRMVYv, http://bit.ly/2ZvBkmg",Southern Europe,4
271,51907,Europe,12-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Kolpa/Kupa river, near Vukovci, ?rnomelj, Slovenia","IOM Slovenia, UNHCR, 24ur.com","45.428570424356, 15.227211399631",Western Balkans,http://bit.ly/2Yrs8Di,Southern Europe,4
272,51751,Central America,11-Jun-19,2019,Jun,1.0,,1,,,1.0,,Heart Attack,"Near INM border checkpoint in Tapachula-Huehuetán, Chiapas, Mexico","El Universal, El Financiero","15.019419000000, -92.380846500000",,"http://bit.ly/2WF6R86, http://bit.ly/2KKaKBy",Central America,3
273,51754,Mediterranean,11-Jun-19,2019,Jun,7.0,,7,57.0,6.0,1.0,2.0,Drowning,"In the area of Pamfyla, 2.5 miles off the port of Mytilene, Lesvos, Greece",IOM Greece,"39.123278724880, 26.616327698621",Eastern Mediterranean,,Uncategorized,4
274,51749,Central America,10-Jun-19,2019,Jun,3.0,,3,,,3.0,,Drowning,"Bodies recovered from a storm water drain near Ascarate Park, next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA",El Paso Times,"31.675628311792, -106.333742785180",Central America to US,"http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt",Northern America,3
275,51750,Central America,10-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Body recovered from canal in the 6000 block of Upper Valley Road, El Paso, El Paso County, Texas, USA",El Paso Times,"31.870028153990, -106.611635129640",Central America to US,"http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt",Northern America,3
276,51785,Mediterranean,10-Jun-19,2019,Jun,1.0,,1,7.0,,1.0,,Drowning,"Fell overboard from boat in the Gibraltar Strait, between Tangiers and Tarifa, Spain",Alarm Phone,"35.898974661168, -5.768592626737",Western Mediterranean,http://bit.ly/2XqBVbw,Uncategorized,4
277,51841,Central America,10-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.443831900000, -111.795219200000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
278,51753,Africa,9-Jun-19,2019,Jun,1.0,,1,,,1.0,,Extended Sickness,"Afrah camp, near Nador, Morocco",Association Marocaine des Droits Humains - Section Nador,"35.138187621749, -2.970536364294",,http://bit.ly/2X54ueg,Northern Africa,4
279,51780,Mediterranean,9-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Body recovered on Kaf Lasfar beach, municipality of Achaâcha, Mostaganem, Algeria","Réflexion, Le Soir d'Algérie","36.307409824707, 0.578667130967",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2X0ChX3",Uncategorized,3
280,51782,Central America,9-Jun-19,2019,Jun,1.0,31.0,32,,,1.0,,Drowning,"Unspecified location between Curaçao and Agüide, Falcón, Venezuela","El Pitazo, BBC, AFP","11.772904481353, -68.683061164736",,"http://bit.ly/2KgVv3x, https://bbc.in/2KLFVfO, http://bit.ly/2F6lCpR, https://bit.ly/33aKIOS",Caribbean,3
281,51748,Central America,8-Jun-19,2019,Jun,1.0,,1,,1.0,,,Drowning,"Body found in a canal along Passmore Road, Socorro, El Paso County, Texas, USA",El Paso Times,"31.622061900000, -106.276080000000",Central America to US,"http://bit.ly/2WCHsfz, http://bit.ly/2IGqByt",Northern America,3
282,51746,Central America,7-Jun-19,2019,Jun,1.0,,1,,,1.0,,Unknown,"Ranch near Carrizo Springs, Dimmit County, Texas, USA",US Border Patrol,"28.521344741450, -99.975967145312",Central America to US,http://bit.ly/2WBIMPx,Northern America,5
283,51747,Central America,7-Jun-19,2019,Jun,2.0,,2,,,2.0,,Drowning,"Río Bravo, near Eagle Pass Bridge No. 1, Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"28.706046434039, -100.511775809540",Central America to US,http://bit.ly/2MEOdso,Northern America,5
284,51769,Mediterranean,7-Jun-19,2019,Jun,3.0,,3,,1.0,2.0,,Drowning,"Bodies recovered near Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan, Liberté","36.049699220264, 0.071778692404",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg, http://bit.ly/2Xw6xsg",Uncategorized,3
285,51840,Central America,7-Jun-19,2019,Jun,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.978130900000, -112.265964000000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
286,51767,Mediterranean,6-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Body recovered 2 miles off the coast of Ouréah, west of Mostaganem, Algeria","Réflexion, Le Quotidian d'Oran, El Watan","35.885838717654, 0.008840051280",Western Mediterranean,"http://bit.ly/2MXSLKM, http://bit.ly/2ZFQ9ml, http://bit.ly/2WVUKUg",Uncategorized,3
287,51739,Central America,5-Jun-19,2019,Jun,6.0,,6,10.0,,6.0,,Vehicle Accident,"Highway 77 near Robstown, Nueces County, Texas","AP, KIII TV South Texas, El Diario.mx","27.779169200000, -97.664032000000",Central America to US,"https://bit.ly/2HWnTWh, https://bit.ly/2HXJY6Y, https://bit.ly/2EV1Q0t",Northern America,3
288,51745,Central America,5-Jun-19,2019,Jun,1.0,,1,,1.0,,,Dehydration,"Ranch near Carrizo Springs, Dimmit County, Texas, USA",US Border Patrol,"28.461656364922, -99.915542340625",Central America to US,http://bit.ly/2WBIMPx,Northern America,5
289,51737,Central America,4-Jun-19,2019,Jun,1.0,,1,,,1.0,,Dehydration,"Ranch near USBP checkpoint on U.S. Highway 281 near Falfurrias, Brooks County, Texas, USA",Nuevaya,"27.205285500000, -98.144746300000",Central America to US,"http://bit.ly/2WO2nLL, https://bit.ly/2WoN2C2",Northern America,3
290,51738,Central America,4-Jun-19,2019,Jun,1.0,,1,,,1.0,,Drowning,"Río Bravo, near KM14 of Carretera Nacional, southeast of Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas, El Sol de Tampico","27.372516048768, -99.504941041992",Central America to US,"http://bit.ly/2Z9kVDU, http://bit.ly/2JZ4J4G",Central America,3
